vehicle_id,position_x,position_y,position_z,mvec_x,mvec_y,mvec_z,bbox_x_min,bbox_x_max,bbox_y_min,bbox_y_max,bbox_z_min,bbox_z_max
0,28.116794589999998,-48.701026915,0.80146294825,0.0035886699999991833,-0.09257125999999971,-0.01497490704999993,27.37360001,28.85998917,-49.49689102,-47.90516281,0.4327123165,1.17021358
2,24.604971884999998,-49.627351765,0.816615239,0.006851195000002974,-0.03283118499999915,-0.00518281765000006,24.31746292,24.89248085,-50.26410294,-48.99060059,0.338123709,1.295106769
1,-18.688429829999997,5.831008433999999,0.80971008535,-0.017030715000004193,0.004154206000000826,-0.004570543950000006,-20.36115837,-17.01570129,5.295936584,6.366080284,0.1420607567,1.477359414
2,-15.260220050000001,2.54084301,0.7934071047,-0.03363275499999929,0.03236770600000005,0.02948056915000008,-17.27552795,-13.24491215,1.634240627,3.447445393,0.2311299294,1.35568428
